image_id,id,caption,image
237825,373010,Herd of sheep walking pass cars still have their long tails,000000237825.jpg
237825,372878,The herd of sheep is walking near cars on a street.,000000237825.jpg
237825,375680,A herd of sheep and lambs crossing a street.,000000237825.jpg
237825,375311,A herd of sheep are congregated in the middle of a road near some cars.,000000237825.jpg
237825,379451,A flock of sheep are crossing the street next to the cars.,000000237825.jpg
237831,187965,a young woman giving cake to a baby,000000237831.jpg
237831,193176,A baby is in a high chair playing with a cake.,000000237831.jpg
237831,193416,a woman and a shirtless baby playing with a cake,000000237831.jpg
237831,195276,A woman is holding a small cake near a baby. ,000000237831.jpg
237831,185910,A child sitting in a high chair with mom holding a cake.,000000237831.jpg
237834,663615,a sandwich sitting next to a hash brown ,000000237834.jpg
237834,660771,The breakfast sandwhich is large and has metling cheese.,000000237834.jpg
237834,661854,a close up of a sandwich and a hash brown ,000000237834.jpg
237834,660873,A sandwich with eggs and cheese on paper,000000237834.jpg
237834,663279,hash browns and an egg and bacon sandwich from a fast food restaurant,000000237834.jpg
237835,804135,a young girl sits at a table in a cafe with her hands on her umbrella ,000000237835.jpg
237835,804189,A girl in blue shirt at a table with two baskets of food.,000000237835.jpg
237835,811935,A girl stands by a booth with food on the table.,000000237835.jpg
237835,801555,The little girl is sitting on a booth seat in the restaurant.,000000237835.jpg
237835,808275,a little girl at a diner holding a pink umbrella,000000237835.jpg
237844,484324,"A wooden shelf on a brick wall with a storage bin under it, a laptop and lamp are on the shelf.",000000237844.jpg
237844,819765,A computer sitting on a desk with books and a clock.,000000237844.jpg
237844,476305,A laptop sitting on a desk with other accessories. ,000000237844.jpg
237844,486700,A computer desk with a row of books underneath it,000000237844.jpg
237844,481972,A laptop on a desk in a room ,000000237844.jpg
237853,313639,a stuffed monkey leaning against a laptop computer,000000237853.jpg
237853,319825,A stuffed monkey on a computer desk with two computers.,000000237853.jpg
237853,326194,A stuffed monkey is posed by a laptop computer.,000000237853.jpg
237853,318364,"A desk with a pc, monitor, laptop, mouse, and stuffed animal",000000237853.jpg
237853,328510,a desk with a key board a laptop and a monitor,000000237853.jpg
237859,517018,a person getting ready to eat a big sandwich,000000237859.jpg
237859,400999,A hand holds onto a large chicken sub.,000000237859.jpg
237859,517177,"Someone is holding a very large sandwich in their hand that has meat, lettuce, cheese and tomatoes on it.",000000237859.jpg
237859,397861,A hand holding a very large hoagie with lots of meat and veggies.,000000237859.jpg
237859,517732,Someone holding a wrap with a napkin under it,000000237859.jpg
237861,776857,"The scene is set with a big sky and high grass, in which stands a number of young women, striking athletic poses, many dressed similarly, and holding baseball equipment.  ",000000237861.jpg
237861,776902,A group of young women on a softball team posing for a picture.,000000237861.jpg
237861,777448,"Girls posing on a field, holding a softball, mitt and bat",000000237861.jpg
237861,780112,a bunch of girls that are standing in gras,000000237861.jpg
237861,778945,some girls in a field one holding a bat the other a glove and the ball,000000237861.jpg
237872,281498,"A backpack, laptop, mobile phone, computer mouse, and other gadget on the carpet.",000000237872.jpg
237872,281807,A bag and some electronic devices as well a day planner.,000000237872.jpg
237872,281735,A backpack and electronic equipment laid out on the floor,000000237872.jpg
237872,278708,A backpack that has its contents laid out around it.,000000237872.jpg
237872,281693,Electronic and personal items from a back pack laid out neatly,000000237872.jpg
237881,654787,A guy with a stick and a dog leading some cute sheep.,000000237881.jpg
237881,653098,A person leading a herd of sheep with a dog.,000000237881.jpg
237881,654814,A person and a dog are walking in the grass with a group of sheep.  ,000000237881.jpg
237881,657451,A woman guiding sheep through a field with the help of a dog.,000000237881.jpg
237881,658315,A person and a dog herd sheep on a grassy field.,000000237881.jpg
238007,469843,"Mushrooms, carrots and broccoli in a tray with dip.",000000238007.jpg
238007,467038,Vegetables and mushrooms laid out on a tray with dip.,000000238007.jpg
238007,456766,there is a large bowl with vegetables  and dip in the middle,000000238007.jpg
238007,466996,"A platter with carrots, broccoli, mushrooms, and some ranch dip.",000000238007.jpg
238007,823897,This is a veggie tray with veggie dip in the middle.,000000238007.jpg
238018,526443,A group of desserts designed like the Statue of Liberty.,000000238018.jpg
238018,524016,Serveral candies in muffin wrappers sitting on a sidewalk.,000000238018.jpg
238018,522543,There are some deserts shaped like little monsters.,000000238018.jpg
238018,526512,Several little candies sitting on the concrete outside.,000000238018.jpg
238018,521559,A number of brown and blue cones of ice cream,000000238018.jpg
238025,484394,A woman standing in a kitchen with her hands on her hips. ,000000238025.jpg
238025,473690,"A young lady in the kitchen, is posing for the camera. ",000000238025.jpg
238025,473261,A woman that is standing in front of an oven.,000000238025.jpg
238025,478175,A woman standing in a kitchen with her hands on her hips.,000000238025.jpg
238025,822014,A boy with his hands on his hips standing in the kitchen,000000238025.jpg
239706,619539,A large bear sniffs the air in the woods.,000000239706.jpg
239706,621432,Bear facing up to the sky with eyes closed,000000239706.jpg
239706,618462,A big brown bear turns its face toward the sky.,000000239706.jpg
239706,612741,A large bear standing in front of a bunch of leaf filled trees.,000000239706.jpg
239706,626238,The bear is looking upwards with his eyes closed.  ,000000239706.jpg
239736,422727,"A toothbrush that is laying on rocks, and sand.",000000239736.jpg
239736,420972,A bug and a plastic toothbrush in the sand and rocks at a beach,000000239736.jpg
239736,422520,a white and blue cleaning brush and some rocks,000000239736.jpg
239736,423570,A tooth brush flying above a pile of bird seed.,000000239736.jpg
239736,420330,Blue and white toothbrush in a cage of beetles.,000000239736.jpg
239757,730443,A baby sitting on top of a mattress in a crib.,000000239757.jpg
239757,735906,A baby sitting in a crib holding a screwdriver.,000000239757.jpg
239757,738786,A baby is sitting in a white crib holding a toothbrush.,000000239757.jpg
239757,735975,The baby is playing peacefully in the crib.,000000239757.jpg
239757,733665,a toddler holding onto toothbrush while sitting in a crib,000000239757.jpg
239771,727437,bicycle leaning against the meter pole with the number two on it,000000239771.jpg
239771,725295,A bicycle propped up next to a parking meter.,000000239771.jpg
239771,729129,A bicycle laying on the parking meter pole in front of a building with demonstrators. ,000000239771.jpg
239771,723168,A close up of a very nice looking bike parked.,000000239771.jpg
239771,722082,A bike parked on top of a sidewalk next to a parking meter.,000000239771.jpg
241728,801336,a couple of people are in line at a vendor,000000241728.jpg
241728,806256,People buy food from a street vendor by a fire hydrant.,000000241728.jpg
241728,804759,A merchant is selling food on a city street.,000000241728.jpg
241728,803889,A street vendor selling hot dogs to the passer-byes.,000000241728.jpg
241728,805218,a well-lit hot dog and pretzel cart in front of a street,000000241728.jpg
243820,86274,A small light shines over a kitchen counter.,000000243820.jpg
243820,82440,A kitchen with the lights on and one light on in the middle.,000000243820.jpg
243820,90045,"A dark kitchen illuminated with an over-sink light, showing the counter .",000000243820.jpg
243820,81414,A kitchen with a light on over the sink.,000000243820.jpg
243820,80682,an image of a kitchen setting in the evening time,000000243820.jpg
245760,551283,A muffin partially wrapped in paper laying on a brown paper bag.,000000245760.jpg
245760,555705,A sheet filled with bread on a bag on a table.,000000245760.jpg
245760,556773,A cupcake sitting on a paper bag in front of the window.,000000245760.jpg
245760,552717,A loaf of bread sitting on a sack on a table ,000000245760.jpg
245760,549213,A piece of bread in a wrapper on a bag.,000000245760.jpg
245771,684196,there are many animals together here and they are eating,000000245771.jpg
245771,685294,Group of sheep grazing in a field of grass in a pen.,000000245771.jpg
245771,675541,Brown and white woolen sheep grazing on grass in fenced area.,000000245771.jpg
245771,685255,A herd of cattle grazing on top of a grass covered field.,000000245771.jpg
245771,679717,some kind of unusual brown and white goats,000000245771.jpg
245780,127383,a person standing in a field of green grass with trees in the background,000000245780.jpg
245780,116334,A man is playing frisbee on a green field.,000000245780.jpg
245780,125376,Man in a green field standing behind a red Frisbee in the grass.,000000245780.jpg
245780,123537,A man standing in a field surrounded by dirt mounds.,000000245780.jpg
245780,125553,MAN STANDING IN GRASS WITH LOTS OF MOUNDS AROUND AND A FRISBEE COMING TOWARD HIM,000000245780.jpg
245792,607909,a close up of a traffic light with a street sign,000000245792.jpg
245792,607423,A traffic light with faces drawn on the different colored signals.,000000245792.jpg
245792,607099,"There is a picture of an outside area.
",000000245792.jpg
245792,615634,Street signs with faces on them on the side of the street,000000245792.jpg
245792,607957,A traffic light with little faces drawn on the lights.,000000245792.jpg
245793,326259,An old fasioned locomotive arriving at a train station.,000000245793.jpg
245793,319812,A vintage locomotive with red cars next to a platform.,000000245793.jpg
245793,323073,Train sitting on the track at a train depot.,000000245793.jpg
245793,319752,A train engine and passenger cars pulling in to a station.,000000245793.jpg
245793,326238,A train pulling into a station with several carts behind it.,000000245793.jpg
245797,433229,A man is sitting with his friends talking on his phone.,000000245797.jpg
245797,427052,A man on a cell phone sitting at a bar.,000000245797.jpg
245797,427490,A group of people standing around each other having drinks.,000000245797.jpg
245797,432059,A man stands at a table on his phone with blurry people in the foreground.,000000245797.jpg
245797,429713,Bar scene with man talking on cell phone and girl drinking from a bottle.,000000245797.jpg
245802,536305,Several baseball players walking across a green field.,000000245802.jpg
245802,534583,Ten baseball players walking on a grass field.,000000245802.jpg
245802,537409,Several baseball players are seen walking across a field.,000000245802.jpg
245802,537088,A group of people that are standing in the grass.,000000245802.jpg
245802,531679,baseball players walking across a big field ,000000245802.jpg
245806,198461,People stand around an electric skillet while pancakes are made.,000000245806.jpg
245806,197651,A man making pancakes at a picnic table.,000000245806.jpg
245806,200102,A man grills food while people stand around and watch.,000000245806.jpg
245806,206030,A man makes pancakes on a griddle at a picnic table while people watch nearby.,000000245806.jpg
245806,206069,A man standing over a griddle in a park.,000000245806.jpg
245817,808814,a small child is kicking around a red ball,000000245817.jpg
245817,815413,A young girl kicking around a ball on a field.,000000245817.jpg
245817,813377,The young girl is kicking a red ball on the ground. ,000000245817.jpg
245817,814658,a young child playing soccer in a field ,000000245817.jpg
245817,813791,There is a little girl playing with a ball.,000000245817.jpg
245818,52569,A bus turned over on it's side in a horrific crash.,000000245818.jpg
245818,50649,A bus on one of it's sides after some accident.,000000245818.jpg
245818,45576,a man in a uniform checking out the wreckage of a bus crash,000000245818.jpg
245818,54522,An overturned bus with a person wearing protective gear sorting through debris.,000000245818.jpg
245818,49707,a public transportation bus turned over on its side,000000245818.jpg
245820,184712,A man with a watch talks on his cell phone. ,000000245820.jpg
245820,169832,A man grimacing while talking on a cellphone.,000000245820.jpg
245820,186809,A man making a face and talking on a telephone.,000000245820.jpg
245820,169511,A man talking on a silver cell phone wearing  a watch.,000000245820.jpg
245820,183620,A man on his cell phone making faces. ,000000245820.jpg
245823,22819,A sparsely decorated room with a red coach and bay windows behind it. ,000000245823.jpg
245823,19873,Home sweet home with boxes packed over in the corner.,000000245823.jpg
245823,20635,An room that has boxes along the walls and a red couch in the middle.,000000245823.jpg
245823,28672,A couch in front of windows in a sunny room.,000000245823.jpg
245823,30373,"A living room with a couch, table and some boxes near sunny windows. ",000000245823.jpg
245825,639134,a couple of very big buildings by a sign,000000245825.jpg
245825,634352,The street signs are clearly visible for all of us to see.,000000245825.jpg
245825,633833,a street light standing in front of a tall building,000000245825.jpg
245825,636308,the sign on the pole is for 32 nd street,000000245825.jpg
245825,635621,A traffic light on 32nd street in a city.,000000245825.jpg
245839,40323,A man standing on skis on a snow covered mountain.,000000245839.jpg
245839,41349,Man wearing snow suit and skis in the snow.,000000245839.jpg
245839,49311,Man on two skis posing on a snowy mountain area.,000000245839.jpg
245839,43902,A person dressed in camouflage on skies standing on a snowy hill. ,000000245839.jpg
245839,44844,A man poses on skis on a snowy slope where others are skiing.,000000245839.jpg
245842,260991,A man in the snow with skis on his back following a dog,000000245842.jpg
245842,245565,A man with a dog walking up snowy stairs.,000000245842.jpg
245842,261063,A man with a dog is walking up steps with skis.,000000245842.jpg
245842,259497,A man and a dog traveling in a snowy area.,000000245842.jpg
245842,248934,A man carrying skiing gear with a dog leading him,000000245842.jpg
245846,483156,Chairs and umbrellas on a beach in front of the ocean.,000000245846.jpg
245846,484296,a number of lawn chairs on a beach under open umbrellas,000000245846.jpg
245846,822513,Several chairs that are set under umbrellas on a beach.,000000245846.jpg
245846,481662,Chaise lounges and umbrellas on a beach at the ocean ,000000245846.jpg
245846,480489,Some yellow umbrellas very close to some pretty water.,000000245846.jpg
245852,776350,"Two side by side elephants, one with a trunk full of grass, are enjoying a water spray.  ",000000245852.jpg
245852,780298,Two elephants are in a field of grass together.,000000245852.jpg
245852,776407,a couple of elephants stand on some grass ,000000245852.jpg
245852,778864,Two elephants are picking up grass with their trunks,000000245852.jpg
245852,777154,Elephants in large open field feasting on grasses.,000000245852.jpg
245853,344282,A small girl smiling next to a large fake toothbrush,000000245853.jpg
245853,333836,A girl standing outside a building posing next to a giant toothbrush with her mouth wide open.,000000245853.jpg
245853,341615,Young girl acting silly in the waiting room. ,000000245853.jpg
245853,345038,A girl in blue jacket standing by a large toothbrush sculpture.,000000245853.jpg
245853,338138,A little girl standing next to a giant toothbrush.,000000245853.jpg
245857,645244,The kitchen is clean and light comes in the window.,000000245857.jpg
245857,644143,"This kitchen has a refrigerator, oven and a tile floor",000000245857.jpg
245857,648847,"A kitchen with a stove, refrigerator, and sink in it.",000000245857.jpg
245857,650071,A kitchen area with a window is being displayed.,000000245857.jpg
245857,651571,A white kitchen is freshly cleaned and is on display.,000000245857.jpg
245864,149193,A bus stop in a city at night with buildings lit up.,000000245864.jpg
245864,144588,A city at night with buildings and street lights at Christmas.,000000245864.jpg
245864,145317,A night image of some buildings filled with some beautiful lights. ,000000245864.jpg
245864,150720,Several buildings at night with vivid street lighting.,000000245864.jpg
245864,144528,A city street features lit up buildings and lamp posts.,000000245864.jpg
245873,346369,A standing dog as seen through the mesh of a screen door,000000245873.jpg
245873,345940,a dog outside looking through a screen door,000000245873.jpg
245873,353884,A dog looks alarmed behind a screen door.,000000245873.jpg
245873,348265,a dog stared into the camera in front of a screen,000000245873.jpg
245873,346042,A dog is looking inside through the screen door.,000000245873.jpg
245874,511243,A piece of toast and grapefruit half is on a tray.,000000245874.jpg
245874,509281,"A tray with coffee, toast, yogurt and grapefruit on it.",000000245874.jpg
245874,504622,"A breakfast of grapefruit, toast, and coffee is on the placemat.",000000245874.jpg
245874,505621,"A tray of food with toast, grapefruit and a beverage on it.",000000245874.jpg
245874,505402,"A grapefruit, toast, coffee and other items are on a tray.",000000245874.jpg
245895,216534,A baseball player is getting ready to pitch a ball.,000000245895.jpg
245895,196179,A pitcher winds up to throw the ball to the batter.,000000245895.jpg
245895,198471,A baseball player delivers a pitch during a game.,000000245895.jpg
245895,196941,"An action shot of a baseball pitcher on the mound, winding up for a pitch.",000000245895.jpg
245895,206124,A baseball player pitching a baseball on a field.,000000245895.jpg
245898,558689,A woman and her daughter playing Wii at home,000000245898.jpg
245898,558731,"A person standing up, playing a video game with remotes.",000000245898.jpg
245898,558551,A lady plays video games standing and someone else sits on the couch.,000000245898.jpg
245898,560717,A woman with a controller playing a videogame. ,000000245898.jpg
245898,556715,A woman holding a Nintendo Wii controller in her hands.,000000245898.jpg
245902,65882,"A bathroom is white with a blue, black, and white floor.",000000245902.jpg
245902,58607,Tank less toilet with cabinet in read and window seat.,000000245902.jpg
245902,61253,A bathroom with a ledge and a toilet with no tank.,000000245902.jpg
245902,61160,Their is a toilet next to an opaque window. ,000000245902.jpg
245902,54983,The bathroom has two large windows with a ledge.,000000245902.jpg
245920,636856,a person is standing on a surfboard on a wave,000000245920.jpg
245920,640666,A surfer is riding the waves in the ocean. ,000000245920.jpg
245920,637606,There is a surfer riding a medium sized wave.,000000245920.jpg
245920,639877,A man is surfing a wave in the ocean.,000000245920.jpg
245920,641383,A surfer riding a wave in the middle of the ocean.,000000245920.jpg
245922,117442,a close up of a cutting board with cheese and bananas,000000245922.jpg
245922,114022,"a cutting board with sliced cheese, knives and an unpeeled banana",000000245922.jpg
245922,113209,"Cheese slices, knives and a banana on a cutting board",000000245922.jpg
245922,120415,"A wooden cutting board holding two knives, cheese and a banana.",000000245922.jpg
245922,115159,A banana and some sliced cheese are on a cutting board.,000000245922.jpg
245932,140190,A person holding a white Xbox video game controller with the game on the television in the background.,000000245932.jpg
245932,143676,A man is using a video game controller.,000000245932.jpg
245932,146565,A man is playing a video game on his TV.,000000245932.jpg
245932,140397,a close up of a person holding an xbox 360 controller,000000245932.jpg
245932,136446,A man playing a first person shooter video game,000000245932.jpg
245935,793318,a yellow and green train that is on some tracks,000000245935.jpg
245935,795124,The single train car is beside a passenger train. ,000000245935.jpg
245935,783901,a couple of trains are on some tracks,000000245935.jpg
245935,783025,two trains on train tracks near one another ,000000245935.jpg
245935,777997,Several trains of different colors parked at a station.,000000245935.jpg
245938,579315,the food is cooked and ready to be eaten,000000245938.jpg
245938,593127,THERE IS ALOT OF FOOD ON THE PLATE N THE TABLE ,000000245938.jpg
245938,573792,A white plate topped with pasta and chicken with veggies.,000000245938.jpg
245938,587661,"noodles with some chicken, broccoli, carrots and mushrooms",000000245938.jpg
245938,581349,"Some type of stir-fry on a white plate made of carrots, broccoli. mushrooms. chicken and lo-mien noodles.",000000245938.jpg
245946,735825,A girl is feeding two giraffes in the zoo.,000000245946.jpg
245946,729735,A woman feeding a giraffe with her hand.,000000245946.jpg
245946,738885,A giraffe is being fed by a woman at the zoo.,000000245946.jpg
245946,739449,A woman feeds two giraffes in a fenced area.,000000245946.jpg
245946,739557,A women who is feeding something to two giraffes. ,000000245946.jpg
245953,365307,"Two black and white dogs wait with their leashes attached, one with his tongue hanging out of his mouth.",000000245953.jpg
245953,367323,Two dogs are standing around waiting for food to get on the plate.,000000245953.jpg
245953,370872,A pair of border collies rest in the shade with their dog toy nearby.,000000245953.jpg
245953,367734,Two black and white dogs on leashes next to a frisbee.,000000245953.jpg
245953,362187,Two dogs sit in an outdoor dirt patch.,000000245953.jpg
245971,18663,"A phone with a keyboard, mouse, and a bottle of tea",000000245971.jpg
245971,13122,"a computer,a keyboard and a mouse and a bottle of wine on a table",000000245971.jpg
245971,17673,A sony computer with a website about theory istherreason ,000000245971.jpg
245971,9549,A small tablet that is made into a computer.,000000245971.jpg
245971,20010,a tiny laptop hooked up to a mouse and keyboard,000000245971.jpg
245978,579893,a plate of food with some different types of food,000000245978.jpg
245978,576560,a close up of a plate of food with strawberries,000000245978.jpg
245978,579395,a bunch of different foods on a red plate,000000245978.jpg
245978,586589,The plastic plate is full of tasty looking breakfast foods.,000000245978.jpg
245978,587366,A red plastic plate topped with different types of breakfast foods.,000000245978.jpg
245982,352271,A lady and a man sitting at a table.,000000245982.jpg
245982,348176,A man and a woman sitting at a table at a restaurant. ,000000245982.jpg
245982,345956,A man and woman sitting side by side a t a set dining table.,000000245982.jpg
245982,346163,A man and a woman pose for the camera at a dining table.,000000245982.jpg
245982,349724,A couple lean close to each other at a dinner table.,000000245982.jpg
245983,208345,Stop sign in front of white government building with cupola.,000000245983.jpg
245983,180625,A large white building with a red stop sign in front of it.,000000245983.jpg
245983,200284,a 4 way stop sign in front of a capitol building,000000245983.jpg
245983,185773,Stop sign with a state capitol building in the distance.,000000245983.jpg
245983,197557,A large building with rotunda overlooking a street.,000000245983.jpg
245996,809987,There are two sinks and a toilet in the bathroom.,000000245996.jpg
245996,809405,A clean bathroom is seen in this image.,000000245996.jpg
245996,814607,"Bathroom with two sinks, one toilet and one shower.",000000245996.jpg
245996,816915,a bath room with two sinks and mirrors ,000000245996.jpg
245996,811121,"A bathroom with two sinks, a toilet, and shower.",000000245996.jpg
245997,461736,A grey cat sleeping peacefully on a luggage bag.,000000245997.jpg
245997,457527,A black cat is sleeping on top of a green suitcase and a book.,000000245997.jpg
245997,451986,A cat that is sleeping on some luggage.,000000245997.jpg
245997,451959,A cat is sleeping on top of a suitcase.,000000245997.jpg
245997,449811,a close up of a cat laying on top of a luggage bag,000000245997.jpg
245999,732622,a person jumping a snow board in the air ,000000245999.jpg
245999,738493,A man who is jumping on a snowboard on a slope.,000000245999.jpg
245999,737716,A man on a snowboard rides on the snow.,000000245999.jpg
245999,730855,A snow skier is going a snowy mountain slope.,000000245999.jpg
245999,737542,a man on a snow board riding through the snow ,000000245999.jpg
246004,97025,a couple sitting on a couch with a teddy bear,000000246004.jpg
246004,94799,A man and woman holding a teddy bear on their lap,000000246004.jpg
246004,87743,A man and a pretty woman sitting together while the woman holds a teddy bear.,000000246004.jpg
246004,93308,A man and woman sit holding a teddy bear.,000000246004.jpg
246004,99695,"Serious looking couple with light brown Teddy bear, side sun light.",000000246004.jpg
246007,124378,A deliver truck filled with piles of unripened bananas.,000000246007.jpg
246007,149806,"Man standing on the back of a truck loaded with green bananas, ",000000246007.jpg
246007,143911,A man loads bananas high on top of a banana truck.,000000246007.jpg
246007,163093,A man on top of a truck filled with bananas,000000246007.jpg
246007,148297,A truck carries a full load of bananas ready to be shipped. ,000000246007.jpg
246009,700920,a boy with his mouth on a doughnut. ,000000246009.jpg
246009,701763,a little boy that is eating a big doughnut,000000246009.jpg
246009,712470,A young boy holding a donut up to his face.,000000246009.jpg
246009,711888,A little boy that is sitting down with a doughnut.,000000246009.jpg
246009,711591,a little boy licking the icing from a doughnut,000000246009.jpg
246026,37703,a baseball player with his bat in the air at a baseball game,000000246026.jpg
246026,37673,A baseball player at bat during a stadium game with an umpire and catcher behind him.,000000246026.jpg
246026,24992,A crowd of fans watching a baseball game taking place.,000000246026.jpg
246026,24536,A player at home base holding a bat.,000000246026.jpg
246026,30872,People are watching a baseball game in progress.,000000246026.jpg
246032,322574,A giraffe peeking into a wire cage door.,000000246032.jpg
246032,327851,A giraffes head in front of a metal grid,000000246032.jpg
246032,320414,A giraffe poking its head into a picture by a fence.,000000246032.jpg
246032,325013,A giraffe sticking his head over a wire fence.,000000246032.jpg
246032,328568,A giraffe head beside a metal wire fence.,000000246032.jpg
246040,182897,a man throwing a baseball on the field,000000246040.jpg
246040,150950,A baseball player pitching a ball on a baseball field.,000000246040.jpg
246040,132920,A baseball player throwing a ball onto the field,000000246040.jpg
246040,202055,A man in blue jersey throwing a baseball.,000000246040.jpg
246040,128939,A man throwing a baseball at a baseball game,000000246040.jpg
246044,466297,two people in a field with a frisbee near many trees ,000000246044.jpg
246044,462694,The woman is kneeling down near another player during a game of Frisbee.,000000246044.jpg
246044,823523,Two woman on a grassy area about to catch a frisbee.,000000246044.jpg
246044,469045,Two ladies seem to be competing over the Frisbee. ,000000246044.jpg
246044,465322,Two girls in a grassy field playing frisbee together. ,000000246044.jpg
246064,414822,A man walking besides cows down a road. ,000000246064.jpg
246064,408279,A man with three cows on road next to trees.,000000246064.jpg
246064,412671,A man runs with his 3 cattle along a street,000000246064.jpg
246064,414390,A herder in white walking on a road with his cattle.,000000246064.jpg
246064,410358,A man holding a stick walks with three cows down a street.,000000246064.jpg
246069,385288,A table that is filled with with a bunch of vegetables.,000000246069.jpg
246069,384085,A cutting board with an assortment of vegetables ,000000246069.jpg
246069,387988,A wooden table with various vegetables and white bowl.,000000246069.jpg
246069,384289,Some vegetables are on a wooden table and stuff.,000000246069.jpg
246069,388336,"fresh broccoli, carrots, onions, and celery laying on a counter top next to a bowl.",000000246069.jpg
246077,479830,"Shiny, stuffed bears oddly come complete with penises. ",000000246077.jpg
246077,480007,Two teddy bears of different colors sitting next to each other. ,000000246077.jpg
246077,480622,Two shiny bears are sitting next to each other.,000000246077.jpg
246077,478996,A couple of shiney teddy bears with penises.,000000246077.jpg
246077,480535,A white and red colored shiny sex toy teddy bears.,000000246077.jpg
246087,632843,A man leaning and waiting in a doorway,000000246087.jpg
246087,634802,A man is standing in the door frame of a room. ,000000246087.jpg
246087,635015,A man stands in a doorway inside a building with a white refrigerator on the side.,000000246087.jpg
246087,633785,a man standing in a door way extending his arms outwrds,000000246087.jpg
246087,630884,The man is stretching his arms up in the doorway.,000000246087.jpg
246089,406780,a kitchen with a microwave a stove and cupboards,000000246089.jpg
246089,406909,The kitchen is full of various useful appliances.,000000246089.jpg
246089,401836,A microwave oven sitting over a stove top oven.,000000246089.jpg
246089,286948,Small kitchen with black stove and black microwave. ,000000246089.jpg
246089,283231,This kitchen has a white and black stove and wooden cabinets,000000246089.jpg
246124,800968,Three boys are standing in the grass while flying a kite. ,000000246124.jpg
246124,806215,Three people on a small hill flying a kite.,000000246124.jpg
246124,802525,Three men look at a kite flying above them.,000000246124.jpg
246124,800392,Group of people flying a kite on a plateau outdoors,000000246124.jpg
246124,801775,A group of people standing on top of a hillside.,000000246124.jpg
246221,735816,A single glazed donut resting in the palm of someone's hand.,000000246221.jpg
246221,729900,The glazed donut is on wax paper in someone's hand. ,000000246221.jpg
246221,727002,A glazed donut on tissue paper on a tile surface.,000000246221.jpg
246221,734655,a glazed yeast doughnut on a paper sheet ,000000246221.jpg
246221,723687,A very close up look at a tasty looking pastry.,000000246221.jpg
246248,120130,A red stop sign on the side of a brick road.,000000246248.jpg
246248,172801,A stop sign on the corner of a cobblestone street,000000246248.jpg
246248,177568,An empty street intersections with various signage and buildings.,000000246248.jpg
246248,176422,There are many signs and stop lights on the deserted street.,000000246248.jpg
246248,156424,There are signs on a cobble stone sidewalk,000000246248.jpg
246327,423617,A kitchen with dark cabinets and stainless steel appliances. ,000000246327.jpg
246327,420392,A dark picture of a  very clean dark colored kitchen. ,000000246327.jpg
246327,425708,A kitchen has a silver refrigerator and other dark appliances.,000000246327.jpg
246327,423971,A dark  kitchen with stainless steel appliances with black cabinets.,000000246327.jpg
246327,421385,A silver refrigerator is in a dark kitchen.,000000246327.jpg
246409,251669,A bottle of champagne leans on the lever of a toaster.  ,000000246409.jpg
246409,253586,A wine bottle leaning against a toaster on a counter.,000000246409.jpg
246409,245204,A toaster sitting on a counter top with a bottle of champagne.,000000246409.jpg
246409,246935,A bottle of wine and a toaster on a counter top. ,000000246409.jpg
246409,220820,A white toaster sitting on a counter next to a bottle of alcohol.,000000246409.jpg
246478,1377,An object sitting in the middle of a paved road.,000000246478.jpg
246478,1650,A toaster sitting in the middle of the road,000000246478.jpg
246478,6597,A mailbox laying in the middle of an empty street,000000246478.jpg
246478,1497,A toaster sitting out in the middle of the road.,000000246478.jpg
246478,7317,A white toaster in the middle of an asphalt road.,000000246478.jpg
250076,245574,"Park courtyard with trees, vans on street, and building.",000000250076.jpg
250076,247452,A large park across the street from a big building.,000000250076.jpg
250076,222021,A couple of red trucks parked next to a park.,000000250076.jpg
250076,261318,a men sitting on a bench in a plaza near a building,000000250076.jpg
250076,247596,"A view of two red trucks, a man sitting on a bench, and cars on the side.",000000250076.jpg
251936,740193,A big brown bear sitting on the ground,000000251936.jpg
251936,740532,A bear sits relaxing on a large stone surface. ,000000251936.jpg
251936,735519,A brown bear sitting on top of cement.,000000251936.jpg
251936,740451,A bear is sitting on a rock in the sun.,000000251936.jpg
251936,743262,a bear sitting on the cement ground next to some rocks,000000251936.jpg
252411,599363,A white bathroom sink sitting under two mirrors.,000000252411.jpg
252411,606923,The sink in the bathroom is a large unusual bowl.,000000252411.jpg
252411,598274,"A small bathroom with vanity, sink and mirrors.",000000252411.jpg
252411,600737,a bathroom with mirrors a counter top and sink ,000000252411.jpg
252411,603656,A sink not in a fixture in a large bathroom.,000000252411.jpg
253955,603741,A happy boy eats dessert in a restaurant.,000000253955.jpg
253955,603846,A person smiles while having a bite of cake.,000000253955.jpg
253955,605553,A woman at a table eating a slice of cake.,000000253955.jpg
253955,603309,The child smiles while holding a piece of cake on a fork.,000000253955.jpg
253955,603210,A boy holding a bite of cake on a spoon at a table.,000000253955.jpg
253956,350171,A man holding a cigarette standing next to a lush green field.,000000253956.jpg
253956,361757,A man in jacket and bow tie standing in grassy area.,000000253956.jpg
253956,356942,The guy standing in the bushes is holding a cigarette.,000000253956.jpg
253956,368084,A man smoking a cigarette in the weeds.,000000253956.jpg
253956,346463,A man holding a cigarette standing in a field.,000000253956.jpg
253958,496147,A kitchen filled with lots of pots and pans.,000000253958.jpg
253958,500041,a kitchen with a table chairs and pots,000000253958.jpg
